416
914
267	24	0.4023
267	39	1.1747
267	259	1.545
267	268	0.8047
267	281	1.3198
268	25	0.4023
268	40	1.0622
268	267	0.8047
268	287	1.3841
269	25	0.4023
269	40	1.0622
269	261	1.4966
269	270	0.8047
269	290	2.0117
270	269	0.8047
270	271	0.4666
271	192	0.4023
271	270	0.4666
271	272	0.4023
272	186	0.4023
272	271	0.4023
272	273	1.8346
273	26	0.4023
273	41	0.8047
273	262	1.6093
273	272	0.2252
273	292	1.6093
274	26	0.4023
274	41	0.8047
274	275	1.6093
274	293	1.1427
275	12	0.8047
275	274	1.6093
276	17	0.8047
276	296	1.6093
277	228	0.4023
277	266	2.8807
277	299	0.5794
278	100	0.4023
278	279	0.4023
279	104	0.4023
279	278	0.4023
279	280	0.338
280	279	0.338
280	300	0.338
281	267	1.3198
281	282	0.4666
282	281	0.4666
282	283	0.2896
283	98	0.4023
283	282	0.2896
283	284	0.4023
284	106	0.4023
284	283	0.4023
284	285	0.2252
285	284	0.2252
285	286	0.4666
286	285	0.4666
286	302	0.338
287	268	1.3841
287	288	0.5794
288	96	0.4023
288	287	0.5794
288	289	0.4023
289	108	0.4023
289	288	0.4023
289	303	0.9818
290	94	0.4023
290	269	2.0117
290	291	0.4023
291	110	0.4023
291	290	0.4023
291	304	1.0299
292	273	1.6093
292	305	1.4966
293	89	0.4023
293	274	1.1427
293	294	0.4023
294	115	0.4023
294	293	0.4023
294	295	0.2252
295	294	0.2252
295	308	0.5794
296	276	1.6093
296	297	0.338
296	310	1.2713
297	148	0.4023
297	296	0.338
297	298	0.4023
298	134	0.4023
298	297	0.4023
298	299	0.9174
299	239	0.4023
299	277	0.5794
299	298	0.9174
299	300	0.8047
299	315	1.545
300	280	0.338
300	299	0.8047
300	301	0.4023
300	316	1.545
301	300	0.4023
301	302	0.4023
302	27	0.4023
302	42	0.8047
302	286	0.338
302	301	0.4023
302	311	0.9174
303	27	0.4023
303	28	0.4023
303	42	0.8047
303	43	1.2393
303	289	0.9818
303	319	1.7221
304	28	0.4023
304	43	1.2393
304	291	1.0299
304	305	0.7404
304	312	0.2252
305	292	1.4966
305	304	0.7404
305	306	0.5794
305	321	2.6393
306	198	0.4023
306	305	0.5794
306	307	0.4023
307	180	0.4023
307	306	0.4023
307	308	0.4023
308	29	0.4023
308	44	0.8047
308	295	0.5794
308	307	0.4023
308	309	1.6093
309	11	0.8047
309	308	1.6093
310	151	0.4023
310	296	1.2713
310	313	0.2252
311	226	0.4023
311	302	0.9174
311	317	0.5794
312	304	0.2252
312	320	2.1888
313	310	0.2252
313	314	0.6276
313	325	1.3841
314	131	0.4023
314	313	0.2252
314	315	1.3198
315	299	1.545
315	314	1.3841
315	316	2.076
315	327	0.869
316	300	1.545
316	315	0.8047
316	317	0.6919
316	328	0.869
317	241	0.4023
317	311	0.5794
317	316	0.8047
317	318	0.9174
317	329	0.869
318	317	0.9174
318	319	0.8047
319	303	1.7221
319	318	0.6919
319	320	0.8047
319	330	0.6919
320	312	2.1888
320	319	2.076
320	321	1.3841
320	332	0.5794
321	305	2.6393
321	320	1.3198
321	333	0.5794
321	334	0.2252
322	18	0.8047
322	323	1.6093
323	153	0.4023
323	322	1.6093
323	324	0.4023
324	129	0.4023
324	323	0.4023
324	325	0.4666
325	313	1.3841
325	324	0.4666
325	326	0.6919
325	340	0.2896
326	325	0.6919
326	327	1.2713
327	315	0.869
327	326	1.2713
327	328	0.8047
327	341	0.8047
328	316	0.869
328	327	0.8047
328	329	0.8047
328	342	0.8047
329	31	0.4023
329	46	0.8047
329	317	0.869
329	328	0.8047
329	343	0.8047
330	31	0.4023
330	46	0.8047
330	224	0.4023
330	319	0.6919
330	331	0.338
330	339	0.5151
331	330	0.338
331	332	1.545
332	32	0.4023
332	47	0.7404
332	320	0.5794
332	331	1.545
332	345	0.5794
333	32	0.4023
333	47	0.7565
333	321	0.5794
333	334	0.338
333	358	1.6737
334	321	0.6276
334	333	0.338
334	335	0.2252
335	200	0.4023
335	334	0.2252
335	336	0.4023
336	178	0.4023
336	335	0.4023
336	337	0.4023
337	29	0.4023
337	33	0.4023
337	44	2.414
337	48	0.8047
337	336	0.4023
337	338	1.6093
338	10	0.8047
338	337	1.6093
339	243	0.4023
339	330	0.5151
339	344	0.338
340	30	0.4023
340	45	0.8047
340	325	0.2896
340	351	1.3841
341	30	0.4023
341	45	0.8047
341	327	0.8047
341	342	0.8047
341	353	1.6093
342	328	0.8047
342	341	0.8047
342	343	0.8047
342	354	1.6093
343	329	0.8047
343	342	0.8047
343	344	1.6093
343	355	1.6093
344	339	0.338
344	343	1.6093
344	356	1.6093
345	332	0.5794
345	346	0.5151
346	222	0.4023
346	345	0.5151
346	347	0.869
347	245	0.4023
347	346	0.869
347	357	0.2252
348	18	0.8047
348	349	1.6093
349	156	0.4023
349	348	1.6093
349	350	0.4023
350	126	0.4023
350	349	0.4023
350	351	0.6919
351	340	1.3841
351	350	0.6919
351	352	0.5794
351	367	1.6093
352	351	0.5794
352	353	1.1427
353	341	1.6093
353	352	1.1427
353	354	0.8047
353	369	1.6093
354	342	1.6093
354	353	0.8047
354	355	0.8047
354	370	1.6093
355	343	1.6093
355	354	0.8047
355	356	1.6093
355	371	1.6093
356	344	1.6093
356	355	1.6093
356	357	1.6093
356	372	1.6093
357	347	0.2252
357	356	1.6093
357	358	1.6093
357	373	1.6093
358	333	1.6737
358	357	1.6093
358	359	0.5794
358	363	1.3841
359	202	0.4023
359	358	0.5794
359	360	0.4023
360	176	0.4023
360	359	0.4023
360	361	0.4023
361	33	0.4023
361	48	0.8047
361	360	0.4023
361	362	1.6093
361	378	1.6093
362	10	0.8047
362	361	1.6093
363	358	1.3841
363	375	0.2252
364	19	0.8047
364	365	1.6093
365	158	0.4023
365	364	1.6093
365	366	0.4023
366	124	0.4023
366	365	0.4023
366	367	0.6919
367	351	1.6093
367	366	0.6919
367	368	0.5794
367	384	1.8346
368	367	0.5794
368	369	1.1427
369	34	0.4023
369	49	0.8047
369	353	1.6093
369	368	1.1427
369	370	0.8047
370	354	1.6093
370	369	0.8047
370	371	0.8047
370	386	1.6093
371	355	1.6093
371	370	0.8047
371	372	1.6093
371	387	1.6093
372	356	1.6093
372	371	1.6093
372	373	1.6093
372	388	1.6093
373	35	0.4023
373	50	0.8047
373	357	1.6093
373	372	1.6093
373	374	1.1427
374	247	0.4023
374	373	1.1427
374	375	0.4666
375	219	0.4023
375	363	0.2252
375	374	0.4666
375	376	0.5794
375	390	1.6093
376	204	0.4023
376	375	0.5794
376	377	0.4023
377	174	0.4023
377	376	0.4023
377	378	0.4023
378	36	0.4023
378	51	0.8047
378	361	1.6093
378	377	0.4023
378	379	1.6093
379	9	0.8047
379	378	1.6093
380	19	0.8047
380	381	1.6093
381	160	0.4023
381	380	1.6093
381	382	0.4023
382	122	0.4023
382	381	0.4023
382	383	0.4666
383	382	0.4666
383	384	0.338
384	367	1.8346
384	383	0.338
384	385	1.6093
384	401	1.6093
385	34	0.4023
385	49	0.8047
385	384	1.6093
385	386	0.8047
385	402	1.6093
386	370	1.6093
386	385	0.8047
386	387	0.8047
386	403	1.6093
387	371	1.6093
387	386	0.8047
387	388	1.6093
387	404	1.6093
388	372	1.6093
388	387	1.6093
388	389	1.6093
388	405	1.6093
389	35	0.4023
389	50	0.8047
389	388	1.6093
389	390	1.6093
389	406	1.6093
390	375	1.6093
390	389	1.6093
390	391	0.5794
390	407	2.076
391	249	0.4023
391	390	0.5794
391	392	0.338
392	207	0.4023
392	391	0.338
392	393	0.338
393	170	0.4023
393	392	0.338
393	394	0.1128
394	36	0.4023
394	51	0.8047
394	393	0.1128
394	395	1.6093
394	396	0.4666
395	9	0.8047
395	394	1.6093
396	215	0.4023
396	394	0.4666
396	410	1.6093
397	20	0.8047
397	398	1.6093
398	397	1.6093
398	399	0.4666
399	163	0.4023
399	398	0.4666
399	400	0.4023
400	119	0.4023
400	399	0.4023
400	401	0.1128
401	37	0.4023
401	52	0.8047
401	384	1.6093
401	400	0.1128
402	37	0.4023
402	52	0.8047
402	385	1.6093
402	403	0.8047
402	412	1.6093
403	386	1.6093
403	402	0.8047
403	404	0.8047
404	387	1.6093
404	403	0.8047
404	405	1.6093
404	413	1.6093
405	388	1.6093
405	404	1.6093
405	406	1.6093
405	414	1.6093
406	38	0.4023
406	53	0.869
406	389	1.6093
406	405	1.6093
406	415	1.6093
407	38	0.4023
407	53	0.8528
407	390	2.076
407	408	0.869
407	416	1.6093
408	211	0.4023
408	407	0.869
408	409	0.4023
409	167	0.4023
409	408	0.4023
409	410	0.1771
410	396	1.6093
410	409	0.1771
410	411	1.6093
411	8	0.8047
411	410	1.6093
412	21	0.8047
412	402	1.6093
413	21	0.8047
413	404	1.6093
414	22	0.8047
414	405	1.6093
415	22	0.8047
415	406	1.6093
416	23	0.8047
416	407	1.6093
